player_id,player,mlb_id,fv,hit,power,run,arm,field,fb_grade,fb_velo,cb_grade,sl_grade,ch_grade,control,height,weight,bats,throws,writeup,commits_to
p0216,CJ Weinstein,828815,45,55,40,40,50,50,,,,,,,"6' 1""",190,L,R,"Weinstein spent his first three seasons of high school at powerhouse Huntington Beach, a program that produced players like 2023 first-rounder Ralphy Velazquez and won a pair of National High School Invitational titles. Weinstein moved over to Orange Lutheran -- owner of four NHSI championships and Gerrit Cole's alma mater -- for his senior season so that he could get the chance to play shortstop.Weinstein has hit wherever he's been, whether it’s over the years as a mainstay in the Huntington Beach lineup, this spring for OLu or at showcase events like the Area Code Games and PG National. He has a nice, balanced left-handed swing geared for contact and an advanced approach at the plate, never giving away at-bats. He’s hit-over-power but he does have some ability to drive the ball in the air to his pull side.While the ultra-competitive Weinstein is a below-average runner, he’s shown he has very good range on the dirt. He's looked solid defensively at short this spring, with solid actions and enough arm where scouts feel he should be allowed to begin his pro career at the premium position. He might be best suited eventually as a hit-tool driven second baseman at the next level, but the biggest question surrounding the infielder is if he is signable away from his commitment to Louisiana State.",
p0234,Jake McCoy,811690,45,,,,,,60,94-95,,60,40,40,"6' 1""",185,L,L,"Though McCoy recorded a 7.11 ERA in his first two seasons at South Carolina, a brief but dominant stint in the Cape Cod League last summer left some evaluators wondering if he might be the best college left-hander in the 2026 Draft. He struck out 25 of the 54 Cape batters he faced while issuing just three walks in three starts. He has the stuff and metrics to back up that performance and will have to show that he can sustain it, but he won't get the chance to do so this year after blowing out his elbow in January and requiring Tommy John surgery.McCoy's fastball gained a couple of ticks of velocity on the Cape, parking at 94-95 mph and peaking at 98 with natural cutting action. He also threw a nasty mid-80s slider with plenty of sweep and mixed in some true cutters at 87-91 mph. He doesn't have much trust in a fading upper-80s changeup that he struggles to locate.McCoy's low three-quarters arm slot and resulting low release height create pitches with an unusual combination of velocity and shapes that are hard for hitters to deal with. He lacks size, has effort in his delivery and doesn't have much track record of success or strikes, so he might be more reliever than starter. He looked like he could pitch in the front half of a rotation while on the Cape, and he has the arsenal for a high-leverage role if he does wind up in the bullpen.",South Carolina
p0150,Lucas Nawrocki,835861,45,,,,,,55,91-95,,70,50,45,"5' 11""",197,L,L,"Nawrocki spent most of his junior season at Aledo (Texas) HS as a DH, helping the Bearcats win the state 5-A Division I title by batting .532 and winning championship game MVP honors by going 4-for-4. But he opened eyes with his pitching during the summer, including a dominant turn at the Area Code Games where he struck out five of the 12 hitters he faced. Though his listed height of 5-foot-11 is generous, and he's almost certainly a reliever, his pure stuff could land him in the top three rounds.Nawrocki may have the best slider in the Draft, an 82-85 mph beast that can top 3,200 rpm and can feature either tremendous depth or sweep, depending on what he wants. His four-seam fastball ranges from 91-95 mph with high spin rates that create quality carry. He doesn't use his firm 85-88 mph changeup much, but its fade and his ability to land it for strikes give it the potential to become at least an average offering.While he's small, Nawrocki has a strong, athletic frame. It's impossible to project him as a starter, but it he can throw consistent strikes and maintain the stuff he displayed during the summer, he could become a high-leverage lefty reliever. Clubs may let him prove he can do that in college and he's committed to Louisiana State.",Louisiana State
p0108,Tommy LaPour,815080,45,,,,,,60,95-98,,55,50,50,"6' 4""",230,R,R,"An all-state pitcher, wide receiver and wrestler as a Missouri high schooler, LaPour flashed mid-90s fastballs but was so raw on the mound that he went undrafted and received minimal recruiting interest. He quickly added polish in college, cracking Wichita State's rotation as a freshman before transferring to Texas Christian for 2025, when he became the first Horned Frog to record six straight quality starts since Nick Lodolo in 2019. He's one of the most physical and hardest-throwing pitchers in the college class, though he missed two and a half months early in the season with elbow soreness.At his best, LaPour works at 95-98 mph and reaches 101 with heavy sink on his fastball, though it's not as dominant as its velocity might indicate because its shape and command are ordinary. His mid-80s slider can be a plus pitch with two-plane depth at its best, though it breaks so much that he struggles to land it for strikes and rarely uses it when behind in the count. His fading upper-80s changeup is a more reliable offering and he also has tinkered with an upper-80s cutter.Built like a linebacker, LaPour has a physical 6-foot-4 frame and has learned to repeat his simple delivery well enough to develop average control. His biggest proponents see a durable three-pitch starter who might have snuck into the first round with a healthy junior season. Other evaluators think he doesn't miss enough bats and may be better suited for the bullpen, where his bulldog mentality would fit nicely.",Texas Christian
p0139,Trey Rangel,835713,45,,,,,,60,93-96,55,,50,45,"6' 1""",185,R,R,"Rangel grew up pitching and playing quarterback with the assumption that he'd play two sports at the Colony (Texas) HS, where his father Rudy had been the head football coach for two decades. When it became apparent that his future was brighter on the mound, he gave up the gridiron after his freshman year. He has an electric arm but also comes with some reliever questions.Rangel achieves high spin rates on his two best pitches. His 93-96 mph fastball reaches 98 with carry and armside run, and his low-80s curveball combines power and depth at its best. He'll flash a tighter version of his breaking ball and potentially could develop a distinct slider with more velocity. His upper-80s kick changeup is too firm and rarely used, but it does show some sink and promise.Though he's very athletic, Rangel is smaller than most pitchers and lacks physicality. Add in a slingy delivery with some effort that provides deception but hampers his strike-throwing, and the Texas recruit may be better suited for the bullpen than the rotation. Scouts praise his intelligence and competitiveness, and he could become a high-leverage reliever if he's not a starter. Some teams may hold his age (19 years, three months on Draft day) against him, and he’ll be sophomore-eligible for the 2028 Draft if he makes it to college.",
p0121,Bryce Hill,835612,45,,,,,,55,95-96,50,55,50,50,"6' 5""",215,R,R,"Hill has been a major contributor to Greenwich Country Day since his freshman year at the Connecticut high school. He threw well as an underclassman at events like the Area Code Games in 2024, then after a solid junior season, opened a lot of eyes early in the summer in a Cape Cod League workout game at Fenway Park. That was it in terms of his summer work, however, as he didn’t pitch at the East Coast Professional Showcase or return to the Area Code Games as an incoming senior.At 6-foot-5, Hill is a projectable prep right-hander with a potential four-pitch mix. He can consistently pump his fastball up to 95-96 mph with some sink, with more in the tank to come. His best secondary offering is his hard slider that can miss bats, but he showed at Fenway he also has a distinct curve with big downer action. He can also drop in a solid changeup with some tail, a cambio he turns over well.&nbsp;Committed to Stanford, Hill’s combination of size and pitch mix point to a future starting pitcher at the next level, especially as his command improves. Because he wasn’t seen more over the summer, scouts will be eager for things to warm up in Connecticut and see if Hill can join the likes of Hiro Wyatt and Frank Mozzicato (both of whom were drafted by the Royals) as recent Nutmeggers to go in the top three rounds.",Stanford
p0131,Elliot Lascelles,828900,45,55,40,55,50,45,,,,,,,"6' 1""",185,L,R,"Lascelles has been establishing himself as the top Canadian position player in the 2026 Draft class for some time now, playing for the Toronto Mets in the Canadian Premier Baseball League and the Canadian Junior National Team, while also displaying his tools at premier events like the Canadian Futures Showcase last fall and Prep Baseball Report’s Super 60 this past winter. But he really gave his Draft stock a boost with visits to both Arizona and Florida this spring, facing almost entirely professional pitchers.The left-handed swinging Lascelles has pretty much hit wherever he’s been. This spring was no different, when he hit a combined .389 with four extra-base hits in 54 at-bats against Minor League arms. It’s a little bit of an unorthodox setup at the plate, with his elbows far apart and a steep bat path when he swings, but he routinely sends line drives up the middle with a left- to-right-center field approach. He doesn’t always get into his legs, leading to some questions about how much power he’ll have.Lascelles also runs track for his high school and he’s a borderline plus runner who knows how to steal a base. The jury is out whether he&nbsp;can stick at shortstop long term, with work to be done on his first step and range and an average-ish arm that might be better suited for second base. It’s the bat that teams will be buying if they take him early enough to sign him away from his commitment to Yale.",
p0073,Alex Weingartner,836659,45,45,50,60,60,50,,,,,,,"6' 2""",198,R,R,"A legitimate two-way player from the New Jersey high school ranks, Weingartner didn’t register all that much on the summer showcase circuit, playing sparingly at the East Coast Pro Showcase and both pitching and hitting some at the Area Code Games. He started generating some buzz this winter when he broke the record with a 6.24-second 60-yard dash at the Prep Baseball Report Super 60 and continued to build a case for himself, more as a position player than a pitcher, as the top prep player in the Garden State this spring.While he can crank his fastball up to 94-96 mph on the mound at times, it’s Weingartner’s athleticism and tools as a position player that was garnering more attention this spring. He can put on a show in batting practice, with clear raw power from the right side of the plate. He’s shown some feel in games, but there is some length to what looks like a bit of a manufactured swing that some evaluators think might struggle with premium velocity from professional pitching.It’s obvious that Weingartner has plus speed, and the arm that can touch mid-90s as a pitcher works from shortstop. He could be the type of high school athlete who might need a couple of summers in a complex league, and it remains to be seen if a team will be willing to spend to keep him from honoring his commitment to Penn State.",
p0187,Jason Amalbert,828734,45,50,45,60,50,50,,,,,,,"6' 1""",190,R,R,"Amalbert really jumped on the Draft scene with a huge showing at last summer’s Area Code Games, when several evaluators singled him out as the best hitter at the event. He started cutting his teeth before that at MLB Develops events like the Hank Aaron Invitational, in 2023 and 2024, as well as the 2025 Dream Series. His offensive potential and tools were getting plenty of attention back home in New Jersey, though his performance wasn’t as consistently electric as it was over the summer.Amalbert’s plus bat speed stands out from the right side of the plate. It’s a swing that some long-time scouts in the Northeast say reminds them of the high school version of Manny Ramirez. And at times, Amalbert looks like he could be an outstanding hitter with elite exit velocities, one who will impress with blast numbers in workouts. Then there are times he struggles with breaking stuff and finding the barrel, like he did over his first several games this spring. When he’s locked in, he shows the potential to be an above-average hitter with above-average power.A plus runner, Amalbert didn’t appear to have a true position. Initially a shortstop, that didn’t really fit, but it seems like he’s found a home in center field, where he’s shown pretty good instincts to go along with that speed. After the Area Codes, scouts may have pegged him to easily be a third-rounder, and he’s going to be crosschecked enough for teams to have a better feel whether his tools are worth trying to draft away from his commitment to Oklahoma.",
p0093,Owen Hull,833382,45,50,45,60,45,50,,,,,,,"6' 4""",215,L,R,"After going just 4-for-22 as a George Mason freshman in 2024, Hull slashed .367/.474/.557 and ranked fourth in NCAA Division I in runs (83) and 10th in steals (42) last spring. He has posted similar numbers at the plate after transferring to North Carolina and batted .432/.504/.658 in Atlantic Coast Conference play. At 6-foot-4 and 215 pounds, he offers one of the best combinations of physicality and athleticism in the college ranks.The complicating factor with Hull is that scouts don't like his unorthodox left-handed swing, which can get rigid and features so-so bat speed. He controls the strike zone well and makes contact with ease, but he also hits a lot of balls on the ground. He did start to hit for more power later in the season and has enough raw pop to produce 15-20 homers annually as a pro if he can make adjustments.An average to solid runner out of the batter's box, Hull can flash well-above-average speed once he gets going and is a threat to steal. A right fielder at George Mason, he has shifted to center field this spring. He's still learning the position but has the quickness to stay in center, and his fringy arm is playable there.",North Carolina
p0249,Kyle Casteel,840220,45,,,,,,50,,,55,50,50,"6' 4""",205,R,R,"The best player to ever come out of Butler Area High School north of Pittsburgh is right-hander Matt Clement, a 1993 third-rounder who spent parts of nine years in the big leagues, but there hasn’t been a player drafted from the program since 2003. This year, the Golden Tornado have a pair of right-handed pitchers who have intrigued scouts. The scouting industry might have had Nolan Stefaniak ahead of Casteel entering the spring, but that’s likely flipped as the latter has made some big strides this spring.Casteel’s combination of size, projection and improved pitchability had teams running to western Pennsylvania to get more looks at him.The 6-foot-4 hurler typically sits around 92 mph and tops out at 95 mph, but he can maintain the low-90s velocity deep into starts, and it’s easy to dream about more to come as he fills out his frame. He has a slider that has the chance to be a true out pitch, mostly with three-quarters shape, depth and bite, though he can manipulate it into more of a slurve or a sweeper as he needs it. He doesn’t use his changeup much, but it has the chance to be a solid third offering with some fade.In addition to Casteel’s stuff ticking up, he also showed a better feel for finding the zone, with solid command and control compared to looks from the fall. The feel for pitching and pure arm strength point to some ceiling here, with some evaluators talking about the West Virginia recruit in the top five rounds.",
p0222,Brady Harris,826207,45,40,50,55,55,55,,,,,,,"6' 1""",185,R,R,"Harris entered the start of the summer showcase circuit last year considered one of the best high school position players in the country. And he showed off glimpses of his considerable tools at nearly every event possible, including the Perfect Game National, both PG’s and MLB’s High School All-American Games, the East Coast Pro Showcase and the Area Code Game. With his skills, however, came some questions about his hit tool. When the Jacksonville, Florida prep standout continued to have swing-and-miss issues during his senior year, his Draft stock took a hit, leaving his status up in the air.At 6-foot-2 and hitting from the right side, he’s reminded some area scouts in Florida of a young Dylan Crews, who played his high school ball in Florida before heading to LSU. There is definite raw power in his game, and he can get to it at times when he keeps his barrel in the zone for a long time and creates leverage. But he has struggled to find consistency at the plate, with strikeouts still plaguing him this spring, especially having difficulty connecting against breaking stuff.Harris does have above-average speed and uses it well on both sides of the ball. When he combines it with his outstanding instincts in center field, he looks like a potentially plus defender up the middle in the future. The arm would play in a corner, and he might have the raw power to profile there if need be, but it might not be until he spends some years in the University of Florida lineup before he moves on to pro ball.",
p0213,Alex Sosa,806227,45,50,45,40,50,50,,,,,,,"6' 1""",208,L,R,"When Sosa first entered Viera HS (Fla.), he was around 5-foot-5 and weighed maybe 160 pounds, not exactly the kind of physique that screams future catching prospect. Four years and close to 7 inches and 40 pounds later, Sosa’s name has been steadily rising up Draft boards. He really put himself on the map during summer showcase circuit events like Perfect Game National, East Coast Pro and the Baseball Factory All-America GameScouts love the combination of Sosa’s strong body, offensive potential, chance to stick behind the plate and blue-collar approach to the game. Teams love left-handed-hitting catchers, and Sosa has the chance to be a good one, showing an ability to control the zone well, drawing a ton of walks and rarely trying to do too much. He has a simple and repeatable swing and can handle righties and lefties. It’s more of a line-drive approach right now, but there’s solid raw power for him to tap into in the future.Sosa does show a little stiffness with too wide of a base behind the plate. That said, he does a decent job receiving and blocking, with the agility to improve on that front, and his arm is solid and accurate. The high school catching demographic is a risky one, but Sosa could be enticing enough to draft and sign away from his commitment to North Carolina State.",Miami
p0225,Jaxon Jelkin,801210,40,,,,,,55,93-96,55,,50,55,"6' 5""",195,R,R,"One of the biggest wild cards in the Draft, Jelkin got dismissed from Nebraska as a freshman in 2022 and teams are still wary of his makeup. He spent 2023 at South Mountain (Ariz.) CC before blowing out his elbow at Houston the following spring, requiring Tommy John surgery that sidelined him for all of last season at Kentucky. He turned down the Dodgers as a 14th-rounder in 2023 and the Mets as a ninth-rounder in '24. Though he'll be 23 years and seven months old on Draft Day, he also has top two rounds stuff and earned second-team All-Southeastern Conference honors as a redshirt senior.Jelkin operates with three solid pitches with high spin rates, the best of which is a low-80s curveball with quality depth. His fastball has sat at 93-96 mph and reached 98 with power sink this spring, and it touched 100 during fall practice. His upper-80s cutter features late break that keeps it off barrels.Jelkin also shows some aptitude for a mid-80s changeup with fade and sink. A lanky 6-foot-5, 195-pounder with room to add more strength, he slings his pitches from a low three-quarters slot that adds deception. While he provides consistent strikes, he does catch the heart of the plate too often and will need to upgrade his command.",Kentucky
p0251,Isaac Morton,814819,40,,,,,,55,93-95,,60,40,45,"6' 3""",195,R,R,"Morton damaged tendons in his throwing wrist while hitting fungoes as a Minnesota high school senior in 2023, so he made just two starts at the beginning of that season -- and reached 97 mph with his fastball and 91 with his cutter. He turned down a lucrative offer from the Brewers in the 19th around to attend Texas A&amp;M, where he worked just 19 1/3 innings in two years while battling the strike zone and an oblique injury. After transferring back home, he became Minnesota's best pitching prospect since 2020 No. 3 overall pick Max Meyer before blowing out his elbow in his final regular-season start and requiring Tommy John surgery.Morton generates premium stuff from a sidearm slot and low release height, creating plenty of run and sink on a fastball that operates at 93-95 mph and touches 97. He produces premium spin rates on a mid-80s slider with excessive sweep and a cutter that parks in the low 90s. His firm upper-80s changeup features some fade but doesn't fool hitters.While Morton displayed much better control than he did with the Aggies, he caught the heart of the plate too often. None of his offerings elicit many chases because he throws so many strikes, and only his slider qualifies as a swing-and-miss pitch (while his sinker is valuable because it generates so much groundball contact). He doesn't have a weapon to get lefties out, though better command could help.",Minnesota
p0118,Ethan Norby,825275,40,,,,,,45,91-92,,60,45,50,"5' 10""",195,R,L,"Like his older brother Connor before him, Ethan Norby is an undersized star at East Carolina who draws rave reviews for his competitiveness. While Connor was a sweet-swinging infielder who went to the Orioles in 2021's second round en route to the big leagues, Ethan is a left-hander with one of the better sliders in college baseball. He didn't quite live up to expectations this spring but still could factor into the top three or four rounds.Norby's high-spin 79-82 mph slider features plenty of sweep and depth, and it was outstanding when he struck out a Pirates-record 19 against eventual College World Series runner-up Coastal Carolina last March, though it can get roughed up when it catches too much of the plate. He's throwing a tick harder this year, parking at 91-92 mph and topping out at 95 with his fastball, but it isn't missing as many bats with its carry as it has in the past. He's struggling to land his tumbling mid-80s changeup for strikes, while his mid-80s cutter lags behind the rest of his repertoire.The 5-foot-10 Norby leans into his lack of size by getting down the mound and using a three-quarters arm slot to create a low release height and good shape on his pitches. His slingy delivery and short arm action add to his deception without compromising his control or fastball command, though he hasn't been quite as sharp as he was as a sophomore. He profiles best as a slider-happy reliever but his aptitude and makeup could make him a back-of-the-rotation starter.",East Carolina
p0174,James Jorgensen,828802,40,,,,,,55,92-94,55,,55,45,"6' 0""",195,R,R,"Jorgensen tore the ACL in his right knee during a baseball workout, leading to surgery in February 2025 that sidelined him for his junior season at Jesuit Prep (Dallas) as well as the summer showcase circuit. He returned with a strong inning at the World Wood Bat Association World Championship in October and has been unhittable for much of this spring. He's the grandson of Mike Jorgensen, who spent 17 years as a first baseman in the big leagues before a long post-playing career with the Cardinals that included nine years as farm director and a partial season as interim manager.Jorgensen creates plenty of backspin on his fastball, which sits at 92-94 mph and touches 97 with bat-missing carry. He also generates high spin rates on his upper-70s curveball, which features plenty of downer break. His low-80s changeup with splitter action gives him a solid third pitch, and some scouts believe it's his best offering.With his fastball characteristics and strong 6-foot frame, Jorgensen draws repeated comparisons to Logan Henderson. The Texas recruit gets down the mound well and produces a surprising amount of extension for his size from a high arm slot. Some evaluators worry about his lack of physicality and projection as well as the effort in his delivery, which results in inconsistent control.",
p0109,Cameron Johnson,702987,,,,,,,,,,,,,"6' 6""",256,L,L,,Oklahoma
p0158,Dawson Montesa,840223,40,,,,,,55,,55,50,45,45,"6' 1""",185,R,R,"Coming out of the Queens, New York high school ranks, Montesa began his college career with Division II Adelphi in his home state. He earned Northeast 10 Conference Pitcher of the Year honors as a sophomore, catching the attention of Division I programs. The right-hander transferred to West Virginia for his junior season and opened a lot of eyes early in the season to give himself some helium. He wasn’t able to maintain it consistently, especially in Big 12 play, but while he lost his rotation spot late in the year, scouts still liked his pure stuff enough to keep him in Day 2 conversations.Montesa is an athletic 6-foot-1 right-hander who has a four-pitch mix that could give him the chance to start at the next level. His fastball sits in the mid-90s and can touch 98 at times, and it’s a tough pitch to barrel -- with a decent amount of swing-and-miss -- when he’s up in the zone. Command of the pitch was iffy at best, and the heater can get hit when he’s down in the zone with it too much. He does have a very good feel for spin for both his preferred upper-70s curve that he can manipulate the shape of when he’s locked in and his lesser-thrown harder and shorter mid-80s slider, both of which miss plenty of bats. There is a firm upper-80s changeup in there as well, though it’s clearly his fourth pitch.The biggest thing holding Montesa back is his command. His walk rate climbed as the 2026 season wore on, and his 5.98 BB/9 rate in Big 12 play undoubtedly contributed to him being taken out of the rotation as postseason play loomed, though his good raw stuff and age (he’s still only 20 years old come Draft time) were enough for teams to be discussing in the top several rounds.",West Virginia
p0129,Brady Snow,835796,40,,,,,,55,97-98,,50,45,45,"6' 0""",190,R,R,"American Heritage HS in Plantation, Fla., has produced a good amount of big league talent, from Eric Hosmer to Mark Vientos. But all have been hitters except for one: right-hander Shaun Anderson, who went on to the University of Florida before emerging as a third-round pick in 2016. Snow hopes to be the first pitcher from the program to be drafted since lefty Brandon Barriera was a first-rounder in '22 and just the fourth arm to be taken from the school since Anderson was a late-round pick who didn’t sign back in '13.Snow is a slightly undersized right-hander who gives off some Sonny Gray vibes in terms of his body type. After missing some time earlier this spring with an oblique issue, he came back throwing extremely well. He’s been up to 97-98 mph as his senior season wore on, showing he can maintain his velocity deep into starts. He backs it up with what he might call two different breaking balls, but is really an effective 78-80 mph power slurve, one with tight three-quarters shape with late finish when he’s landing it well. He has feel for a firm 85-87 mph changeup that can have depth and fade, but he doesn’t throw it much in games.Because of his size and his occasionally spotty command, there are some reliever risk concerns that might cap his Draft stock a bit. Some scouts put his ceiling at around the third round, and it might take him being selected there -- or paid at that level when taken a bit later -- to keep him from following in Anderson’s footsteps to pitch for the Gators in college.",
p0110,James Tronstein,828814,40,50,45,55,50,50,,,,,,,"5' 11""",170,R,R,"Harvard-Westlake High School in southern California has produced high-end Draft talent, from first-round quality arms like Lucas Giolito, Max Fried and Jack Flaherty to exciting hitters like Pete Crow-Armstrong and most recently, 2024 first-rounder Bryce Rainer. This year’s entry is Tronstein, whose Draft stock was up in the air after he scuffled some on the summer showcase circuit but turned things around this spring, particularly in front of a lot of eyes at USA Baseball’s National High School Invitational.An athletic 5-foot-11 right-handed bat, Tronstein is an aggressive hitter who is looking to do damage at all times. He’s able to hit the ball very hard, like he did with some elite exit velocities at NHSI, and can drive the ball to all fields with some sneaky pop. He had a tendency to chase too much out of the zone over the summer, leading to some swing-and-miss concerns, and he has a penchant for lunging against soft stuff too much, something that will have to be addressed at the next level.Tronstein is an above-average runner, plus underway, and his speed can help him on both sides of the ball. He’s played both shortstop and the outfield, and while he has an average arm, scouts tend to like him better in center, where his athleticism plays well, because his arm might be a bit shy for plays in the hole. The biggest hurdle for teams considering Tronstein might be his commitment to Vanderbilt.",
p0252,Jacob Madrid,835436,40,40,50,40,65,55,,,,,,,"6' 4""",215,R,R,"When most baseball fans think about Notre Dame High School talent in recent years, Hunter Greene (2017) comes to mind, with Giancarlo Stanton ten years earlier. The program hasn’t had a position player taken in the top 10 rounds since 2009, but Madrid hopes to buck that trend this July. The catcher wasn’t seen all that much on the summer showcase circuit but was impressing both area scouts and cross-checkers during his senior year, particularly with his work behind the dish.Madrid’s calling card is his defense. His abilities behind the plate give him a very high floor, with some evaluators claiming he has the best arm of any young catcher they’ve seen this year. It’s not just pure arm strength, as he also has a quick release and is very accurate controlling the running game. His overall defensive package, including receiving and blocking, is quite advanced.His ultimate ceiling will be determined by how much he hits. More than one scout gave a report that included a version of, “if he hits at all, he’s a big leaguer.” The Oregon recruit does have some raw power that he’s gotten to in games at times in front of evaluators, and a team that saw enough of that might look past the typically tough right-right high school catching profile to sign him away from his college commitment.",
p0175,Carson Jasa,814215,40,,,,,,50,,60,55,45,40,"6' 7""",215,R,R,"Because Jasa was so raw when he arrived at Nebraska as a Colorado high school recruit, Cornhuskers coaches not only redshirted him in 2024 but also wouldn't allow him to work against teammates in practice for fear he might injure them with an errant pitch. After posting an 8.68 ERA with 19 walks in 18 2/3 innings in his college debut last year, he has taken a huge step forward in 2026. He emerged as the ace of a team that earned Nebraska's first NCAA regional host bid in 18 years and displayed the best arm in the program since Joba Chamberlain two decades ago.Jasa averages 96 mph and reaches 98 with his fastball, but it lacks life and command and tends to get hit harder than would be expected, so he has used it just 28 percent of the time this spring. He leans much more on a tight upper-80s slider that tops out at 91 and plays well off his best pitch, a downer 78-82 mph curveball. Though he doesn't employ his low-80s changeup very often and has difficulty landing it for strikes, it shows promising tumble and fade at its best.Jasa has much better feel for his breaking balls than his dead-zone fastball, and while his control has improved, it's still below average. That means he comes with a good deal of reliever risk, though he also has huge upside as a starter if a team can help him improve his ability to shape and locate his heater. He's athletic and has improved tremendously in college, leading to hope he can continue to do so at the next level.",Nebraska
p0123,LJ Mercurius,702969,40,,,,,,50,92-94,,50,60,50,"6' 2""",175,R,R,"Nevada's best prep pitching prospect in 2023, Mercurius spent his first two college seasons at Nevada-Las Vegas before transferring to Oklahoma to reunite with his brother Xander, the Silver State's top high school arm in 2025. L.J. can look like a second-round talent at his best and opened this spring by allowing one earned run in four non-conference starts. After getting rocked by Southeastern Conference hitters, he fits more in the fourth round.Mercurius operates with a 92-94 mph fastball that peaks at 97 with improved carry but not much running action, so it gets in trouble when he doesn't locate it well. The same is true with his mid-80s changeup, a plus offering with fade and sink that was victimized for five homers in his first seven SEC starts. He relies primarily on those two pitches while mixing in some tight low-80s sliders.The Sooners have raised Mercurius' arm slot to get more backspin on his fastball, similar to what they did with first-rounder Kyson Witherspoon in 2025. He's providing more strikes in his second year as a college starter than he did in his first but his ability to improve his command will determine his future success. If he can't, he'll be more middle reliever than No. 4 starter.",Oklahoma
p0146,Maddox Molony,814829,40,45,50,50,60,50,,,,,,,"6' 2""",208,R,R,"A product of the Oregon high school ranks, Molony stayed in state for college ball. He made an immediate impact at University of Oregon, earning freshman All-American and first-team all-Pac 12 honors after finishing with a .969 OPS. He duplicated that OPS effort as a sophomore, finishing with 15 homers and 10 steals. A rough stint in the Cape Cod League didn’t help his overall profile, but he’s still the best prospect in the Pacific Northwest.While he’s not in the same category as Aiva Arquette, the Oregon State shortstop who was the No. 7 overall pick in the 2025 Draft, Molony has plenty of attributes to like. The right-handed hitter produces plenty of bat speed coming from a strong and athletic 6-foot-2 frame. The power continues to come, especially to his pull side, though his inability to get to it with a wood bat on the Cape concerns some scouts. He rarely swings and misses at in-zone offerings, but not everyone is sold on his pure hit tool to get to that power.Most evaluators give Molony the chance to stick at shortstop. He’s average, maybe a tick above, as a runner, but he has solid range, good hands and more than enough arm for the premium position. He’s unlikely to reach Arquette levels come Draft time, but a strong junior season with the Ducks could vault him into first-round conversations.",Oregon
p0132,Owen Kramkowski,822648,40,,,,,,50,92-93,,50,,55,"6' 3""",173,R,R,"A Tucson native who attended Suaharita HS south of the Arizona city, Kramkowski stayed put to play for the University of Arizona in college. He pitched sparingly as a freshman in 2024, then spent his sophomore year in the Wildcats’ weekend rotation. There was some buzz this fall as his velocity ticked upward, but he hasn’t maintained the better stuff as Arizona’s Friday starter during his junior year this spring.With his tall, thin frame and glimpses of an easy fastball, Kramkowski has drawn some comps to T.J. Nichols, a former Arizona hurler and current Rays prospect. The 6-foot-3 right-hander relies mostly on his sinking fastball-slider combination. It’s a bowling ball heater that was up to 98 mph this fall, but was back around the 92-93 range he threw it in as a starter in 2025, and it does elicit very high ground-ball rates. He backs it up with an upper-70s slider that has decent three-quarter traditional tilt to it. He started going to his average mid-80s cutter more frequently this spring.&nbsp;Kramkowski threw a ton of strikes last year, walking only 1.8 per nine. He repeated that in 2026, but it’s control over command, and at times, he can get too much of the plate and get hit. Teams might pick apart his lack of a put-away heater or his lack of secondary pitch metrics, but he has been posting every week and the sinker-slider combination gives him some building blocks to work with on the pro side.&nbsp;",Arizona
p0217,Russell Sandefer,824531,40,,,,,,50,,,55,55,50,"6' 1""",200,R,R,"Sandefer’s college passport has been well-stamped in Florida. He began his post-prep career at Division II St. Leo before moving to Central Florida and pitching in a bit of a swing role as a sophomore. He hit the transfer portal again and headed to the University of Florida, presumably for the chance to start. A minor injury had him working out of the pen to start the year and he didn’t look comfortable, though he got in a groove over a couple of mid-week starts to earn a spot in the weekend rotation. That’s been an up-and-down experience, especially in SEC play, and he seemed to dodge a bullet when x-rays came back negative after a comebacker hit him on his pitching arm during the conference tournament.While not the biggest right-hander in the world at 6-foot-1, Sandefer’s stuff could give him the chance to start. He’s seen his fastball tick upwards a bit this year, now sitting over 93 mph and touching 98 mph, and he backs it up with an interesting array of secondary offerings. He can miss bats with his low-80s slider with high spin, a breaker that can be a super-wide sweeper with angle, though it’s inconsistent at times. He sells his low-80s changeup well with his arm speed and it features good fade and depth. He mixes in a cutter at times as well.All of Sandefer’s repertoire comes from a really whippy arm and a low slot, with movement to everything he throws, and he’s generally around the plate. His inconsistencies in conference play might have halted his helium a bit, but a team taking him in the top several rounds could send him out as a starter with the option to shorten him up for a life in the bullpen if that role doesn’t stick.&nbsp;",Florida
